boot,ts,seconds,voltage,lux,kelvin,temp,humidity
2657,1621121337,487,883,4850.72,4643,0.00,0.00
2658,1621121337,527,883,4756.43,4619,0.00,0.00
2659,1621121337,567,883,4582.57,4614,0.00,0.00
2660,1621121337,607,883,4818.69,4571,0.00,0.00
2661,1621121337,648,884,4895.42,4647,0.00,0.00
2662,1621121337,688,883,5042.15,4596,0.00,0.00
2663,1621121337,728,884,4868.29,4591,0.00,0.00
2664,1621121337,771,884,4997.46,4591,20.00,59.50
2665,1621121337,811,884,4823.60,4586,0.00,0.00
2666,1621121337,851,884,4863.38,4576,0.00,0.00
2667,1621121337,891,884,5091.75,4614,0.00,0.00
2668,1621121337,932,884,5354.99,4628,0.00,0.00
2669,1621121337,972,884,5310.30,4623,0.00,0.00
2670,1621121337,1012,884,5220.92,4614,0.00,0.00
2671,1621121337,1052,885,5220.92,4614,0.00,0.00
2672,1621121337,1095,884,5310.30,4623,20.30,58.60
2673,1621121337,1135,885,5315.21,4636,0.00,0.00
2674,1621121337,1175,885,5449.28,4648,0.00,0.00
2675,1621121337,1215,885,5493.98,4652,0.00,0.00
2676,1621121337,1256,885,5449.28,4648,0.00,0.00
2677,1621121337,1296,885,5404.59,4644,0.00,0.00
2678,1621121337,1336,885,5315.21,4636,0.00,0.00
2679,1621121337,1377,886,5315.21,4636,0.00,0.00
2680,1621121337,1419,885,5315.21,4636,20.50,58.00
2681,1621121337,1459,886,5506.63,4593,0.00,0.00
2682,1621121337,1499,886,5431.72,4696,0.00,0.00
2683,1621121337,1540,886,5538.67,4656,0.00,0.00
2684,1621121337,1580,886,5628.05,4664,0.00,0.00
2685,1621121337,1620,888,5655.17,4714,0.00,0.00
2686,1621121337,1660,888,5717.43,4671,0.00,0.00
2687,1621121337,1701,888,5672.74,4668,0.00,0.00
2688,1621121337,1743,888,5660.08,4724,20.70,57.30
2689,1621121337,1783,888,5806.82,4679,0.00,0.00
2690,1621121337,1823,888,5744.56,4721,0.00,0.00
2691,1621121337,1864,885,5744.56,4721,0.00,0.00
2692,1621121337,1904,888,5744.56,4721,0.00,0.00
2693,1621121337,1944,888,5699.87,4718,0.00,0.00
2694,1621121337,1985,889,5660.08,4724,0.00,0.00
2695,1621121337,2025,889,5699.87,4718,0.00,0.00
2696,1621121337,2067,889,5744.56,4721,20.90,56.80
2697,1621121337,2107,889,5789.25,4724,0.00,0.00
2698,1621121337,2148,890,5851.51,4682,0.00,0.00
2699,1621121337,2188,890,5878.63,4731,0.00,0.00
2700,1621121337,2228,890,5923.32,4734,0.00,0.00
2701,1621121337,2268,890,5794.16,4734,0.00,0.00
2702,1621121337,2309,890,5749.47,4731,0.00,0.00
2703,1621121337,2349,890,5923.32,4734,0.00,0.00
2704,1621121337,2391,890,5794.16,4734,21.20,56.30
2705,1621121337,2431,893,5838.85,4737,0.00,0.00
2706,1621121337,2472,893,6000.05,4794,0.00,0.00
2707,1621121337,2512,893,5928.23,4743,0.00,0.00
2708,1621121337,2552,893,6057.40,4743,0.00,0.00
2709,1621121337,2592,894,6191.47,4752,0.00,0.00
2710,1621121337,2633,894,6236.17,4755,0.00,0.00
2711,1621121337,2673,894,6196.38,4761,0.00,0.00
2712,1621121337,2715,894,6241.07,4764,21.40,55.40
2713,1621121337,2756,895,6357.58,4815,0.00,0.00
2714,1621121337,2796,895,6312.89,4812,0.00,0.00
2715,1621121337,2836,895,6178.82,4805,0.00,0.00
2716,1621121337,2876,896,6268.20,4810,0.00,0.00
2717,1621121337,2917,896,6357.58,4815,0.00,0.00
2718,1621121337,2957,897,6446.97,4820,0.00,0.00
2719,1621121337,2997,897,6375.15,4772,0.00,0.00
2720,1621121337,3039,897,6402.27,4817,21.60,55.10
2721,1621121337,3080,898,6446.97,4820,0.00,0.00
2722,1621121337,3120,898,6509.22,4780,0.00,0.00
2723,1621121337,3160,900,6491.66,4822,0.00,0.00
2724,1621121337,3200,900,6581.04,4827,0.00,0.00
2725,1621121337,3241,900,6652.86,4873,0.00,0.00
2726,1621121337,3281,901,6581.04,4827,0.00,0.00
2727,1621121337,3321,902,6625.73,4829,0.00,0.00
2728,1621121337,3364,902,6670.42,4831,21.90,54.50
2729,1621121337,3404,903,6670.42,4831,0.00,0.00
2730,1621121337,3444,903,6715.12,4833,0.00,0.00
2731,1621121337,3484,905,6715.12,4833,0.00,0.00
2732,1621121337,3525,905,6759.81,4835,0.00,0.00
2733,1621121337,3565,905,6804.50,4838,0.00,0.00
2734,1621121337,3605,906,6938.57,4844,0.00,0.00
2735,1621121337,3645,907,6983.27,4846,0.00,0.00
2736,1621121337,3688,907,6943.48,4850,22.20,53.60
2737,1621121337,3728,908,6943.48,4850,0.00,0.00
2738,1621121337,3768,908,7117.34,4852,0.00,0.00
2739,1621121337,3808,909,7206.72,4856,0.00,0.00
2740,1621121337,3849,912,7162.03,4854,0.00,0.00
2741,1621121337,3889,913,7134.91,4813,0.00,0.00
2742,1621121337,3929,913,7313.67,4822,0.00,0.00
2743,1621121337,3970,914,7358.37,4824,0.00,0.00
2744,1621121337,4012,914,7403.06,4826,22.40,52.70
2745,1621121337,4052,916,7510.01,4793,0.00,0.00
2746,1621121337,4092,916,7510.01,4793,0.00,0.00
2747,1621121337,4133,918,7510.01,4793,0.00,0.00
2748,1621121337,4173,919,7510.01,4793,0.00,0.00
2749,1621121337,4213,836,7554.70,4795,0.00,0.00
2750,1621125550,40,920,7688.77,4802,0.00,0.00
2751,1621125550,80,921,7778.16,4806,0.00,0.00
2752,1621125550,122,921,7733.47,4804,22.70,52.40
2753,1621125550,163,921,7835.51,4766,0.00,0.00
2754,1621125550,203,921,7912.23,4812,0.00,0.00
2755,1621125550,243,918,8046.31,4818,0.00,0.00
2756,1621125550,283,916,7929.80,4777,0.00,0.00
2757,1621125550,324,916,7929.80,4777,0.00,0.00
2758,1621125550,364,916,8019.18,4781,0.00,0.00
2759,1621125550,404,916,8153.26,4788,0.00,0.00
2760,1621125550,446,915,8197.95,4790,23.10,51.00
2761,1621125550,487,915,8197.95,4790,0.00,0.00
2762,1621125550,527,915,8215.52,4757,0.00,0.00
2763,1621125550,567,915,8304.90,4761,0.00,0.00
2764,1621125550,608,915,8478.76,4763,0.00,0.00
2765,1621125550,648,914,8394.28,4765,0.00,0.00
2766,1621125550,688,914,8568.14,4767,0.00,0.00
2767,1621125550,728,914,8394.28,4765,0.00,0.00
2768,1621125550,771,914,8349.59,4763,23.30,50.30
2769,1621125550,811,914,8456.54,4735,0.00,0.00
2770,1621125550,851,914,8573.05,4773,0.00,0.00
2771,1621125550,891,914,8707.12,4779,0.00,0.00
2772,1621125550,932,914,8680.00,4746,0.00,0.00
2773,1621125550,972,914,8764.47,4744,0.00,0.00
2774,1621125550,1012,913,8724.69,4748,0.00,0.00
2775,1621125550,1052,913,8680.00,4746,0.00,0.00
2776,1621125550,1095,913,8769.38,4750,23.50,49.40
2777,1621125550,1135,913,8724.69,4748,0.00,0.00
2778,1621125550,1175,913,8871.42,4718,0.00,0.00
2779,1621125550,1216,913,8769.38,4750,0.00,0.00
2780,1621125550,1256,913,8858.77,4754,0.00,0.00
2781,1621125550,1296,913,8948.15,4758,0.00,0.00
2782,1621125550,1336,913,9228.96,4735,0.00,0.00
2783,1621125550,1377,913,9099.79,4735,0.00,0.00
2784,1621125550,1419,912,9144.48,4737,23.60,48.70
2785,1621125550,1459,913,9055.10,4733,0.00,0.00
2786,1621125550,1499,913,9144.48,4737,0.00,0.00
2787,1621125550,1540,912,9228.96,4735,0.00,0.00
2788,1621125550,1580,913,9099.79,4735,0.00,0.00
2789,1621125550,1620,912,9233.87,4741,0.00,0.00
2790,1621125550,1660,912,9278.56,4743,0.00,0.00
2791,1621125550,1701,912,9380.60,4712,0.00,0.00
2792,1621125550,1743,912,9323.25,4745,23.80,48.30
2793,1621125550,1783,912,9502.02,4752,0.00,0.00
2794,1621125550,1824,912,9430.20,4720,0.00,0.00
2795,1621125550,1864,912,9457.32,4750,0.00,0.00
2796,1621125550,1904,912,9457.32,4750,0.00,0.00
2797,1621125550,1944,912,9457.32,4750,0.00,0.00
2798,1621125550,1985,912,9519.58,4724,0.00,0.00
2799,1621125550,2025,912,9546.71,4754,0.00,0.00
2800,1621125550,2067,909,9519.58,4724,24.10,47.70
2801,1621125550,2107,912,9519.58,4724,0.00,0.00
2802,1621125550,2148,909,9546.71,4754,0.00,0.00
2803,1621125550,2188,909,9725.48,4761,0.00,0.00
2804,1621125550,2228,910,9743.04,4734,0.00,0.00
2805,1621125550,2268,909,9698.35,4732,0.00,0.00
2806,1621125550,2309,909,9787.73,4736,0.00,0.00
2807,1621125550,2349,909,9832.43,4738,0.00,0.00
2808,1621125550,2391,909,9832.43,4738,24.30,47.50
2809,1621125550,2432,909,9921.81,4741,0.00,0.00
2810,1621125550,2472,909,10050.97,4741,0.00,0.00
2811,1621125550,2512,909,10095.67,4743,0.00,0.00
2812,1621125550,2552,909,10011.19,4745,0.00,0.00
2813,1621125550,2593,909,10055.88,4747,0.00,0.00
2814,1621125550,2633,909,10145.27,4751,0.00,0.00
2815,1621125550,2673,909,10229.74,4749,0.00,0.00
2816,1621125550,2715,909,10189.96,4752,24.60,46.70
2817,1621125550,2756,908,10189.96,4752,0.00,0.00
2818,1621125550,2796,908,10189.96,4752,0.00,0.00
2819,1621125550,2836,909,10234.65,4754,0.00,0.00
2820,1621125550,2876,908,10296.91,4730,0.00,0.00
2821,1621125550,2917,908,10324.03,4757,0.00,0.00
2822,1621125550,2957,908,10189.96,4752,0.00,0.00
2823,1621125550,2997,908,10189.96,4752,0.00,0.00
2824,1621125550,3040,908,10150.17,4756,24.90,46.00
2825,1621125550,3080,908,10279.34,4756,0.00,0.00
2826,1621125550,3120,908,10234.65,4754,0.00,0.00
2827,1621125550,3160,908,10234.65,4754,0.00,0.00
2828,1621125550,3201,908,10252.22,4728,0.00,0.00
2829,1621125550,3241,908,10207.52,4726,0.00,0.00
2830,1621125550,3281,908,10252.22,4728,0.00,0.00
2831,1621125550,3321,908,10324.03,4757,0.00,0.00
2832,1621125550,3364,908,10368.72,4759,25.20,45.60
2833,1621125550,3404,908,10324.03,4757,0.00,0.00
2834,1621125550,3444,908,10279.34,4756,0.00,0.00
2835,1621125550,3484,908,10341.60,4732,0.00,0.00
2836,1621125550,3525,908,10386.29,4733,0.00,0.00
2837,1621125550,3565,908,10373.63,4764,0.00,0.00
2838,1621125550,3605,908,10341.60,4732,0.00,0.00
2839,1621125550,3646,908,10341.60,4732,0.00,0.00
2840,1621125550,3688,907,10458.11,4763,25.40,45.10
2841,1621125550,3728,907,10373.63,4764,0.00,0.00
2842,1621125550,3768,907,10386.29,4733,0.00,0.00
2843,1621125550,3809,908,10373.63,4764,0.00,0.00
2844,1621125550,3849,907,10507.71,4769,0.00,0.00
2845,1621125550,3889,907,10520.37,4739,0.00,0.00
2846,1621125550,3929,907,10418.33,4766,0.00,0.00
2847,1621125550,3970,907,10520.37,4739,0.00,0.00
2848,1621125550,4012,907,10475.67,4737,25.70,44.50
2849,1621125550,4052,907,10654.44,4744,0.00,0.00
2850,1621125550,4092,907,10654.44,4744,0.00,0.00
2851,1621125550,4133,907,10699.13,4746,0.00,0.00
2852,1621125550,4173,831,10614.66,4747,0.00,0.00
2853,1621129724,40,918,10609.75,4742,0.00,0.00
2854,1621129724,80,921,10609.75,4742,0.00,0.00
2855,1621129724,120,921,10877.90,4752,0.00,0.00
2856,1621129724,163,921,10788.52,4749,26.10,43.40
2857,1621129724,203,920,10877.90,4752,0.00,0.00
2858,1621129724,243,922,10838.12,4756,0.00,0.00
2859,1621129724,283,922,10967.28,4756,0.00,0.00
2860,1621129724,324,922,10922.59,4754,0.00,0.00
2861,1621129724,364,919,10838.12,4756,0.00,0.00
2862,1621129724,404,918,10838.12,4756,0.00,0.00
2863,1621129724,444,918,10882.81,4757,0.00,0.00
2864,1621129724,487,918,10940.16,4729,26.50,42.70
2865,1621129724,527,918,10927.50,4759,0.00,0.00
2866,1621129724,567,917,10984.85,4731,0.00,0.00
2867,1621129724,608,918,10984.85,4731,0.00,0.00
2868,1621129724,648,917,11016.88,4762,0.00,0.00
2869,1621129724,688,917,11016.88,4762,0.00,0.00
2870,1621129724,728,917,10984.85,4731,0.00,0.00
2871,1621129724,769,916,10940.16,4729,0.00,0.00
2872,1621129724,811,916,10850.77,4726,26.60,41.50
2873,1621129724,851,916,10850.77,4726,0.00,0.00
2874,1621129724,891,916,10850.77,4726,0.00,0.00
2875,1621129724,932,916,11074.23,4735,0.00,0.00
2876,1621129724,972,916,10900.37,4733,0.00,0.00
2877,1621129724,1012,916,10984.85,4731,0.00,0.00
2878,1621129724,1052,916,11091.80,4711,0.00,0.00
2879,1621129724,1093,916,11047.11,4709,0.00,0.00
2880,1621129724,1135,915,10900.37,4733,26.70,41.40
2881,1621129724,1175,916,11047.11,4709,0.00,0.00
2882,1621129724,1216,916,11034.45,4738,0.00,0.00
2883,1621129724,1256,916,10810.99,4729,0.00,0.00
2884,1621129724,1296,916,10900.37,4733,0.00,0.00
2885,1621129724,1336,916,10900.37,4733,0.00,0.00
2886,1621129724,1377,916,10957.72,4705,0.00,0.00
2887,1621129724,1417,916,10945.07,4735,0.00,0.00
2888,1621129724,1459,915,10900.37,4733,27.10,40.80
2889,1621129724,1499,915,11047.11,4709,0.00,0.00
2890,1621129724,1540,915,10917.94,4709,0.00,0.00
2891,1621129724,1580,915,11007.32,4712,0.00,0.00
2892,1621129724,1620,915,11007.32,4712,0.00,0.00
2893,1621129724,1661,915,11064.67,4685,0.00,0.00
2894,1621129724,1701,915,11243.44,4693,0.00,0.00
2895,1621129724,1741,915,11186.09,4719,0.00,0.00
2896,1621129724,1783,915,11225.88,4716,27.20,39.70
2897,1621129724,1824,915,11198.75,4691,0.00,0.00
2898,1621129724,1864,914,11141.40,4718,0.00,0.00
2899,1621129724,1904,915,11198.75,4691,0.00,0.00
2900,1621129724,1944,914,11377.52,4698,0.00,0.00
2901,1621129724,1985,914,11230.78,4721,0.00,0.00
2902,1621129724,2025,914,11288.13,4694,0.00,0.00
2903,1621129724,2065,914,11243.44,4693,0.00,0.00
2904,1621129724,2107,914,11096.71,4716,27.40,39.60
2905,1621129724,2148,914,11096.71,4716,0.00,0.00
2906,1621129724,2188,914,11243.44,4693,0.00,0.00
2907,1621129724,2228,914,11248.35,4698,0.00,0.00
2908,1621129724,2269,914,11511.59,4703,0.00,0.00
2909,1621129724,2309,914,11395.08,4675,0.00,0.00
2910,1621129724,2349,914,11293.04,4700,0.00,0.00
2911,1621129724,2389,914,11337.73,4701,0.00,0.00
2912,1621129724,2432,914,11395.08,4675,27.60,38.80
2913,1621129724,2472,914,11248.35,4698,0.00,0.00
2914,1621129724,2512,914,11114.28,4693,0.00,0.00
2915,1621129724,2552,914,11248.35,4698,0.00,0.00
2916,1621129724,2593,914,11243.44,4693,0.00,0.00
2917,1621129724,2633,914,11243.44,4693,0.00,0.00
2918,1621129724,2673,914,11261.01,4669,0.00,0.00
2919,1621129724,2713,914,11203.66,4696,0.00,0.00
2920,1621129724,2756,913,11248.35,4698,27.80,37.80
2921,1621129724,2796,914,11395.08,4675,0.00,0.00
2922,1621129724,2836,914,11529.16,4680,0.00,0.00
2923,1621129724,2877,913,11310.61,4677,0.00,0.00
2924,1621129724,2917,913,11261.01,4669,0.00,0.00
2925,1621129724,2957,913,11131.84,4669,0.00,0.00
2926,1621129724,2997,913,11265.92,4675,0.00,0.00
2927,1621129724,3038,913,11367.96,4651,0.00,0.00
2928,1621129724,3080,913,11278.58,4647,28.00,37.40
2929,1621129724,3120,913,11484.47,4679,0.00,0.00
2930,1621129724,3160,913,11310.61,4677,0.00,0.00
2931,1621129724,3201,913,11305.70,4671,0.00,0.00
2932,1621129724,3241,913,11305.70,4671,0.00,0.00
2933,1621129724,3281,913,11305.70,4671,0.00,0.00
2934,1621129724,3321,913,11221.23,4673,0.00,0.00
2935,1621129724,3362,913,11131.84,4669,0.00,0.00
2936,1621129724,3404,912,11323.27,4649,28.30,37.20
2937,1621129724,3444,913,11176.53,4671,0.00,0.00
2938,1621129724,3485,913,11278.58,4647,0.00,0.00
2939,1621129724,3525,913,11176.53,4671,0.00,0.00
2940,1621129724,3565,913,11238.79,4651,0.00,0.00
2941,1621129724,3605,913,11238.79,4651,0.00,0.00
2942,1621129724,3646,913,11412.65,4652,0.00,0.00
2943,1621129724,3686,913,11194.10,4649,0.00,0.00
2944,1621129724,3728,912,11367.96,4651,28.50,37.20
2945,1621129724,3768,913,11367.96,4651,0.00,0.00
2946,1621129724,3809,912,11412.65,4652,0.00,0.00
2947,1621129724,3849,912,11323.27,4649,0.00,0.00
2948,1621129724,3889,912,11323.27,4649,0.00,0.00
2949,1621129724,3930,912,11278.58,4647,0.00,0.00
2950,1621129724,3970,912,11149.41,4647,0.00,0.00
2951,1621129724,4010,912,11206.76,4620,0.00,0.00
2952,1621129724,4052,912,11238.79,4651,28.60,36.20
2953,1621129724,4093,912,11251.45,4622,0.00,0.00
2954,1621129724,4133,834,11251.45,4622,0.00,0.00
2955,1621133861,40,921,11323.27,4649,0.00,0.00
2956,1621133861,80,922,11060.03,4643,0.00,0.00
2957,1621133861,120,922,11072.68,4614,0.00,0.00
2958,1621133861,161,924,11194.10,4649,0.00,0.00
2959,1621133861,201,924,11417.56,4658,0.00,0.00
2960,1621133861,243,919,11430.22,4630,28.90,36.40
2961,1621133861,283,919,11385.52,4628,0.00,0.00
2962,1621133861,324,919,11166.97,4624,0.00,0.00
2963,1621133861,364,919,10988.21,4616,0.00,0.00
2964,1621133861,404,918,11027.99,4612,0.00,0.00
2965,1621133861,444,918,11117.38,4616,0.00,0.00
2966,1621133861,485,918,11077.59,4620,0.00,0.00
2967,1621133861,525,918,11122.28,4622,0.00,0.00
2968,1621133861,567,918,11256.36,4628,29.40,35.70
2969,1621133861,608,918,11122.28,4622,0.00,0.00
2970,1621133861,648,918,11206.76,4620,0.00,0.00
2971,1621133861,688,918,11313.71,4602,0.00,0.00
2972,1621133861,728,918,11122.28,4622,0.00,0.00
2973,1621133861,769,918,11313.71,4602,0.00,0.00
2974,1621133861,809,918,11358.40,4604,0.00,0.00
2975,1621133861,849,918,11211.67,4626,0.00,0.00
2976,1621133861,891,918,11269.02,4600,29.60,34.20
2977,1621133861,932,917,11358.40,4604,0.00,0.00
2978,1621133861,972,917,11403.09,4606,0.00,0.00
2979,1621133861,1012,917,11179.63,4596,0.00,0.00
2980,1621133861,1053,917,11179.63,4596,0.00,0.00
2981,1621133861,1093,917,11090.25,4592,0.00,0.00
2982,1621133861,1133,916,11179.63,4596,0.00,0.00
2983,1621133861,1173,916,11050.47,4596,0.00,0.00
2984,1621133861,1216,916,11063.13,4568,29.50,33.30
2985,1621133861,1256,916,11107.82,4570,0.00,0.00
2986,1621133861,1296,916,11000.87,4588,0.00,0.00
2987,1621133861,1336,916,11000.87,4588,0.00,0.00
2988,1621133861,1377,916,11018.43,4566,0.00,0.00
2989,1621133861,1417,916,10961.08,4592,0.00,0.00
2990,1621133861,1457,916,10973.74,4563,0.00,0.00
2991,1621133861,1497,916,10871.70,4588,0.00,0.00
2992,1621133861,1540,916,10929.05,4561,29.60,33.40
2993,1621133861,1580,916,11018.43,4566,0.00,0.00
2994,1621133861,1620,916,11018.43,4566,0.00,0.00
2995,1621133861,1661,915,10782.32,4583,0.00,0.00
2996,1621133861,1701,916,10755.19,4559,0.00,0.00
2997,1621133861,1741,916,10901.92,4537,0.00,0.00
2998,1621133861,1781,916,11018.43,4566,0.00,0.00
2999,1621133861,1822,916,11036.00,4544,0.00,0.00
3000,1621133861,1864,915,10973.74,4563,29.90,31.70
3001,1621133861,1904,916,10929.05,4561,0.00,0.00
3002,1621133861,1944,915,10710.50,4557,0.00,0.00
3003,1621133861,1985,915,10755.19,4559,0.00,0.00
3004,1621133861,2025,915,10844.58,4563,0.00,0.00
3005,1621133861,2065,915,10901.92,4537,0.00,0.00
3006,1621133861,2106,915,10755.19,4559,0.00,0.00
3007,1621133861,2146,915,10812.54,4532,0.00,0.00
3008,1621133861,2188,915,10755.19,4559,30.00,31.20
3009,1621133861,2228,915,10901.92,4537,0.00,0.00
3010,1621133861,2269,915,10857.23,4534,0.00,0.00
3011,1621133861,2309,915,10755.19,4559,0.00,0.00
3012,1621133861,2349,915,10710.50,4557,0.00,0.00
3013,1621133861,2389,915,10723.16,4527,0.00,0.00
3014,1621133861,2430,915,10839.67,4557,0.00,0.00
3015,1621133861,2470,915,10710.50,4557,0.00,0.00
3016,1621133861,2512,915,10665.81,4554,30.10,30.40
3017,1621133861,2552,914,10621.12,4552,0.00,0.00
3018,1621133861,2593,914,10678.47,4525,0.00,0.00
3019,1621133861,2633,914,10549.30,4525,0.00,0.00
3020,1621133861,2673,914,10621.12,4552,0.00,0.00
3021,1621133861,2714,914,10549.30,4525,0.00,0.00
3022,1621133861,2754,914,10589.08,4520,0.00,0.00
3023,1621133861,2794,914,10499.70,4515,0.00,0.00
3024,1621133861,2836,914,10352.97,4538,30.50,30.70
3025,1621133861,2877,914,10606.65,4498,0.00,0.00
3026,1621133861,2917,914,10589.08,4520,0.00,0.00
3027,1621133861,2957,914,10633.77,4523,0.00,0.00
3028,1621133861,2997,914,10561.96,4495,0.00,0.00
3029,1621133861,3038,914,10517.27,4493,0.00,0.00
3030,1621133861,3078,914,10517.27,4493,0.00,0.00
3031,1621133861,3118,914,10455.01,4513,0.00,0.00
3032,1621133861,3161,914,10365.62,4508,31.00,29.60
3033,1621133861,3201,914,10338.50,4483,0.00,0.00
3034,1621133861,3241,914,10427.88,4488,0.00,0.00
3035,1621133861,3281,914,10415.22,4518,0.00,0.00
3036,1621133861,3322,914,10415.22,4518,0.00,0.00
3037,1621133861,3362,914,10472.57,4490,0.00,0.00
3038,1621133861,3402,914,10236.46,4508,0.00,0.00
3039,1621133861,3442,914,10383.19,4485,0.00,0.00
3040,1621133861,3485,913,10383.19,4485,31.20,28.70
3041,1621133861,3525,913,10209.33,4483,0.00,0.00
3042,1621133861,3565,914,10209.33,4483,0.00,0.00
3043,1621133861,3605,914,10209.33,4483,0.00,0.00
3044,1621133861,3646,913,10249.12,4477,0.00,0.00
3045,1621133861,3686,913,10249.12,4477,0.00,0.00
3046,1621133861,3726,913,10164.64,4480,0.00,0.00
3047,1621133861,3767,913,10311.38,4458,0.00,0.00
3048,1621133861,3809,913,10266.68,4455,31.30,28.40
3049,1621133861,3849,913,10221.99,4452,0.00,0.00
3050,1621133861,3889,913,10132.61,4447,0.00,0.00
3051,1621133861,3930,913,10030.57,4472,0.00,0.00
3052,1621133861,3970,913,10030.57,4472,0.00,0.00
3053,1621133861,4010,913,10132.61,4447,0.00,0.00
3054,1621133861,4050,913,10087.92,4444,0.00,0.00
3055,1621133861,4091,913,10003.44,4447,0.00,0.00
3056,1621133861,4133,835,10043.22,4441,31.60,28.20
3057,1621138006,40,922,9914.06,4441,0.00,0.00
3058,1621138006,80,922,9914.06,4441,0.00,0.00
3059,1621138006,120,922,9914.06,4441,0.00,0.00
3060,1621138006,161,922,9869.37,4439,0.00,0.00
3061,1621138006,201,924,9998.53,4439,0.00,0.00
3062,1621138006,241,920,9998.53,4439,0.00,0.00
3063,1621138006,281,919,9971.41,4413,0.00,0.00
3064,1621138006,324,919,9953.84,4436,32.30,28.40
3065,1621138006,364,919,9909.15,4433,0.00,0.00
3066,1621138006,404,919,9926.72,4410,0.00,0.00
3067,1621138006,444,919,9909.15,4433,0.00,0.00
3068,1621138006,485,918,9837.33,4404,0.00,0.00
3069,1621138006,525,918,9837.33,4404,0.00,0.00
3070,1621138006,565,918,9779.98,4433,0.00,0.00
3071,1621138006,606,918,9837.33,4404,0.00,0.00
3072,1621138006,648,918,9708.17,4404,32.80,27.60
3073,1621138006,688,918,9708.17,4404,0.00,0.00
3074,1621138006,728,918,9792.64,4401,0.00,0.00
3075,1621138006,769,918,9747.95,4398,0.00,0.00
3076,1621138006,809,918,9703.26,4395,0.00,0.00
3077,1621138006,849,918,9618.78,4398,0.00,0.00
3078,1621138006,889,918,9703.26,4395,0.00,0.00
3079,1621138006,930,918,9618.78,4398,0.00,0.00
3080,1621138006,972,918,9658.57,4392,33.20,27.20
3081,1621138006,1012,918,9556.53,4418,0.00,0.00
3082,1621138006,1053,918,9556.53,4418,0.00,0.00
3083,1621138006,1093,918,9658.57,4392,0.00,0.00
3084,1621138006,1133,918,9631.44,4367,0.00,0.00
3085,1621138006,1173,917,9676.13,4370,0.00,0.00
3086,1621138006,1214,917,9810.21,4379,0.00,0.00
3087,1621138006,1254,917,9765.52,4376,0.00,0.00
3088,1621138006,1296,916,9783.08,4354,33.50,26.50
3089,1621138006,1336,917,9783.08,4354,0.00,0.00
3090,1621138006,1377,918,9827.77,4357,0.00,0.00
3091,1621138006,1417,917,9818.22,4311,0.00,0.00
3092,1621138006,1457,917,9875.57,4283,0.00,0.00
3093,1621138006,1498,916,9830.87,4279,0.00,0.00
3094,1621138006,1538,916,9711.27,4326,0.00,0.00
3095,1621138006,1578,916,9621.88,4319,0.00,0.00
3096,1621138006,1620,916,9604.32,4341,33.80,26.10
3097,1621138006,1661,916,9666.57,4322,0.00,0.00
3098,1621138006,1701,916,9532.50,4312,0.00,0.00
3099,1621138006,1741,916,9532.50,4312,0.00,0.00
3100,1621138006,1781,916,9514.93,4335,0.00,0.00
3101,1621138006,1822,916,9514.93,4335,0.00,0.00
3102,1621138006,1862,916,9443.12,4306,0.00,0.00
3103,1621138006,1902,916,9514.93,4335,0.00,0.00
3104,1621138006,1945,916,9514.93,4335,34.30,26.20
3105,1621138006,1985,916,9385.77,4335,0.00,0.00
3106,1621138006,2025,916,9443.12,4306,0.00,0.00
3107,1621138006,2065,916,9380.86,4325,0.00,0.00
3108,1621138006,2106,916,9309.04,4295,0.00,0.00
3109,1621138006,2146,916,9291.47,4318,0.00,0.00
3110,1621138006,2186,916,9162.31,4318,0.00,0.00
3111,1621138006,2226,916,9189.43,4344,0.00,0.00
3112,1621138006,2269,915,9189.43,4344,34.80,25.50
3113,1621138006,2309,915,9202.09,4311,0.00,0.00
3114,1621138006,2349,916,9202.09,4311,0.00,0.00
3115,1621138006,2389,915,9246.78,4314,0.00,0.00
3116,1621138006,2430,916,9117.62,4314,0.00,0.00
3117,1621138006,2470,915,9072.92,4311,0.00,0.00
3118,1621138006,2510,915,9072.92,4311,0.00,0.00
3119,1621138006,2551,915,9072.92,4311,0.00,0.00
3120,1621138006,2593,915,9072.92,4311,35.10,25.80
3121,1621138006,2633,915,9117.62,4314,0.00,0.00
3122,1621138006,2673,915,9157.40,4308,0.00,0.00
3123,1621138006,2714,915,9157.40,4308,0.00,0.00
3124,1621138006,2754,915,9130.27,4281,0.00,0.00
3125,1621138006,2794,915,9028.23,4308,0.00,0.00
3126,1621138006,2834,915,9028.23,4308,0.00,0.00
3127,1621138006,2875,915,9028.23,4308,0.00,0.00
3128,1621138006,2917,915,8983.54,4304,35.40,25.00
3129,1621138006,2957,915,8983.54,4304,0.00,0.00
3130,1621138006,2998,915,8983.54,4304,0.00,0.00
3131,1621138006,3038,915,9085.58,4278,0.00,0.00
3132,1621138006,3078,915,9028.23,4308,0.00,0.00
3133,1621138006,3118,915,9085.58,4278,0.00,0.00
3134,1621138006,3159,914,9040.89,4274,0.00,0.00
3135,1621138006,3199,915,9085.58,4278,0.00,0.00
3136,1621138006,3241,914,9001.11,4281,35.90,25.10
3137,1621138006,3281,915,9085.58,4278,0.00,0.00
3138,1621138006,3322,914,9085.58,4278,0.00,0.00
3139,1621138006,3362,914,9085.58,4278,0.00,0.00
3140,1621138006,3402,914,9001.11,4281,0.00,0.00
3141,1621138006,3443,914,9085.58,4278,0.00,0.00
