boot,ts,seconds,voltage,lux,kelvin,temp,humidity
1654,1621076083,4238,905,2.84,4730,0.00,0.00
1655,1621076083,4279,905,2.36,4795,0.00,0.00
1656,1621076083,4322,822,1.96,4876,25.10,38.60
1657,1621080418,41,904,1.54,4972,0.00,0.00
1658,1621080418,82,903,1.29,5056,0.00,0.00
1659,1621080418,123,903,1.09,5085,0.00,0.00
1660,1621080418,164,903,0.92,5178,0.00,0.00
1661,1621080418,205,904,0.79,5228,0.00,0.00
1662,1621080418,247,903,0.67,5265,0.00,0.00
1663,1621080418,288,903,0.56,5276,0.00,0.00
1664,1621080418,331,903,0.49,5289,24.90,38.90
1665,1621080418,372,903,0.42,5305,0.00,0.00
1666,1621080418,413,903,0.37,5322,0.00,0.00
1667,1621080418,455,903,0.31,5343,0.00,0.00
1668,1621080418,496,903,0.27,5366,0.00,0.00
1669,1621080418,537,903,0.23,5295,0.00,0.00
1670,1621080418,578,903,0.20,5309,0.00,0.00
1671,1621080418,619,903,0.18,5328,0.00,0.00
1672,1621080418,662,903,0.27,5201,24.60,39.20
1673,1621080418,704,903,0.11,5201,0.00,0.00
1674,1621080418,745,903,0.09,7741,0.00,0.00
1675,1621080418,786,903,0.16,5201,0.00,0.00
1676,1621080418,827,903,0.16,5201,0.00,0.00
1677,1621080418,868,903,0.14,12821,0.00,0.00
1678,1621080418,910,903,0.04,9011,0.00,0.00
1679,1621080418,951,902,-0.02,12821,0.00,0.00
1680,1621080418,994,902,0.11,5201,24.40,39.60
1681,1621080418,1035,902,0.11,5201,0.00,0.00
1682,1621080418,1076,902,0.05,5201,0.00,0.00
1683,1621080418,1118,902,0.05,5201,0.00,0.00
1684,1621080418,1159,902,0.07,5201,0.00,0.00
1685,1621080418,1200,902,0.05,5201,0.00,0.00
1686,1621080418,1241,902,0.09,5201,0.00,0.00
1687,1621080418,1282,902,0.05,5201,0.00,0.00
1688,1621080418,1325,902,0.05,5201,24.40,40.00
1689,1621080418,1367,902,0.05,5201,0.00,0.00
1690,1621080418,1408,902,0.05,5201,0.00,0.00
1691,1621080418,1449,902,0.04,5201,0.00,0.00
1692,1621080418,1490,902,0.04,5201,0.00,0.00
1693,1621080418,1531,902,0.04,5201,0.00,0.00
1694,1621080418,1573,902,0.04,5201,0.00,0.00
1695,1621080418,1614,902,0.04,5201,0.00,0.00
1696,1621080418,1657,902,0.04,5201,24.20,40.60
1697,1621080418,1698,902,0.04,5201,0.00,0.00
1698,1621080418,1739,902,0.07,3296,0.00,0.00
1699,1621080418,1780,902,0.07,3296,0.00,0.00
1700,1621080418,1822,902,0.07,3296,0.00,0.00
1701,1621080418,1863,901,0.07,5201,0.00,0.00
1702,1621080418,1904,902,0.07,5201,0.00,0.00
1703,1621080418,1945,902,0.07,5201,0.00,0.00
1704,1621080418,1988,901,0.07,5201,24.10,41.40
1705,1621080418,2030,901,0.07,5201,0.00,0.00
1706,1621080418,2071,901,0.07,5201,0.00,0.00
1707,1621080418,2112,901,0.07,5201,0.00,0.00
1708,1621080418,2153,901,0.07,5201,0.00,0.00
1709,1621080418,2194,901,0.07,5201,0.00,0.00
1710,1621080418,2236,900,0.07,5201,0.00,0.00
1711,1621080418,2277,900,0.07,5201,0.00,0.00
1712,1621080418,2320,900,0.07,5201,24.00,42.10
1713,1621080418,2361,900,0.07,5201,0.00,0.00
1714,1621080418,2402,900,0.07,5201,0.00,0.00
1715,1621080418,2443,900,0.07,5201,0.00,0.00
1716,1621080418,2485,900,0.07,5201,0.00,0.00
1717,1621080418,2526,900,0.06,2661,0.00,0.00
1718,1621080418,2567,900,0.07,5201,0.00,0.00
1719,1621080418,2608,900,0.07,5201,0.00,0.00
1720,1621080418,2651,900,0.07,5201,23.80,42.30
1721,1621080418,2693,900,0.07,5201,0.00,0.00
1722,1621080418,2734,900,0.07,5201,0.00,0.00
1723,1621080418,2775,900,0.07,5201,0.00,0.00
1724,1621080418,2816,900,0.06,2661,0.00,0.00
1725,1621080418,2857,900,0.07,5201,0.00,0.00
1726,1621080418,2899,900,0.06,2661,0.00,0.00
1727,1621080418,2940,900,0.07,3296,0.00,0.00
1728,1621080418,2983,900,0.07,5201,23.80,42.70
1729,1621080418,3024,900,0.07,5201,0.00,0.00
1730,1621080418,3065,900,0.07,5201,0.00,0.00
1731,1621080418,3106,898,0.07,5201,0.00,0.00
1732,1621080418,3148,900,0.07,5201,0.00,0.00
1733,1621080418,3189,898,0.07,5201,0.00,0.00
1734,1621080418,3230,900,0.07,5201,0.00,0.00
1735,1621080418,3271,898,0.07,5201,0.00,0.00
1736,1621080418,3314,898,0.43,2355,23.80,42.90
1737,1621080418,3356,898,0.41,2331,0.00,0.00
1738,1621080418,3397,898,0.10,2114,0.00,0.00
1739,1621080418,3438,898,0.09,2153,0.00,0.00
1740,1621080418,3479,898,0.59,2116,0.00,0.00
1741,1621080418,3520,898,0.64,2127,0.00,0.00
1742,1621080418,3561,898,0.65,2134,0.00,0.00
1743,1621080418,3603,898,0.65,2137,0.00,0.00
1744,1621080418,3646,898,0.65,2131,23.70,43.10
1745,1621080418,3687,898,0.65,2134,0.00,0.00
1746,1621080418,3728,898,0.07,5201,0.00,0.00
1747,1621080418,3769,898,0.07,5201,0.00,0.00
1748,1621080418,3811,898,0.07,5201,0.00,0.00
1749,1621080418,3852,898,0.07,5201,0.00,0.00
1750,1621080418,3893,898,0.07,5201,0.00,0.00
1751,1621080418,3934,898,0.07,5201,0.00,0.00
1752,1621080418,3977,898,0.07,5201,23.70,43.20
1753,1621080418,4019,898,0.07,5201,0.00,0.00
1754,1621080418,4060,898,0.07,5201,0.00,0.00
1755,1621080418,4101,898,0.07,5201,0.00,0.00
1756,1621080418,4142,898,0.07,5201,0.00,0.00
1757,1621080418,4183,897,0.07,5201,0.00,0.00
1758,1621080418,4224,898,0.07,5201,0.00,0.00
1759,1621080418,4266,897,0.07,5201,0.00,0.00
1760,1621080418,4309,897,0.07,5201,23.60,43.30
1761,1621080418,4350,897,0.07,5201,0.00,0.00
1762,1621080418,4391,897,0.07,5201,0.00,0.00
1763,1621080418,4432,897,0.07,5201,0.00,0.00
1764,1621080418,4474,897,0.07,5201,0.00,0.00
1765,1621080418,4515,897,0.07,5201,0.00,0.00
1766,1621080418,4556,816,0.07,5201,0.00,0.00
1767,1621080418,4612,814,0.07,5201,0.00,0.00
1768,1621080418,4668,814,0.07,5201,23.50,43.60
1769,1621080418,4725,814,0.07,5201,0.00,0.00
1770,1621080418,4781,813,0.07,5201,0.00,0.00
1771,1621085191,41,895,0.07,5201,0.00,0.00
1772,1621085191,82,895,0.07,5201,0.00,0.00
1773,1621085191,123,895,0.07,5201,0.00,0.00
1774,1621085191,164,895,0.07,5201,0.00,0.00
1775,1621085191,205,895,0.03,5201,0.00,0.00
1776,1621085191,249,894,0.03,5201,23.50,43.40
1777,1621085191,290,895,0.03,5201,0.00,0.00
1778,1621085191,331,895,0.07,5201,0.00,0.00
1779,1621085191,372,895,0.03,5201,0.00,0.00
1780,1621085191,413,895,0.03,5201,0.00,0.00
1781,1621085191,455,895,0.07,5201,0.00,0.00
1782,1621085191,496,895,0.03,5201,0.00,0.00
1783,1621085191,537,895,0.07,5201,0.00,0.00
1784,1621085191,580,894,0.03,5201,23.30,43.50
1785,1621085191,621,895,0.03,5201,0.00,0.00
1786,1621085191,663,895,0.03,5201,0.00,0.00
1787,1621085191,704,894,0.03,5201,0.00,0.00
1788,1621085191,745,894,0.03,5201,0.00,0.00
1789,1621085191,786,895,0.03,5201,0.00,0.00
1790,1621085191,827,894,0.03,5201,0.00,0.00
1791,1621085191,868,895,0.03,5201,0.00,0.00
1792,1621085191,912,894,0.03,5201,23.10,44.00
1793,1621085191,953,894,0.03,5201,0.00,0.00
1794,1621085191,994,894,0.03,5201,0.00,0.00
1795,1621085191,1035,894,0.03,5201,0.00,0.00
1796,1621085191,1076,894,0.03,5201,0.00,0.00
1797,1621085191,1118,894,0.03,5201,0.00,0.00
1798,1621085191,1159,894,0.03,5201,0.00,0.00
1799,1621085191,1200,894,0.07,5201,0.00,0.00
1800,1621085191,1243,894,0.07,5201,22.90,44.10
1801,1621085191,1284,894,0.07,5201,0.00,0.00
1802,1621085191,1326,894,0.07,5201,0.00,0.00
1803,1621085191,1367,894,0.07,5201,0.00,0.00
1804,1621085191,1408,894,0.07,5201,0.00,0.00
1805,1621085191,1449,894,0.07,5201,0.00,0.00
1806,1621085191,1490,894,0.07,5201,0.00,0.00
1807,1621085191,1531,894,0.07,5201,0.00,0.00
1808,1621085191,1575,894,0.07,5201,22.80,44.40
1809,1621085191,1616,894,0.07,5201,0.00,0.00
1810,1621085191,1657,894,0.07,5201,0.00,0.00
1811,1621085191,1698,894,0.07,5201,0.00,0.00
1812,1621085191,1739,894,0.07,5201,0.00,0.00
1813,1621085191,1781,894,0.07,5201,0.00,0.00
1814,1621085191,1822,894,0.07,5201,0.00,0.00
1815,1621085191,1863,894,0.07,5201,0.00,0.00
1816,1621085191,1906,893,0.03,5201,22.60,44.50
1817,1621085191,1947,893,0.03,5201,0.00,0.00
1818,1621085191,1989,894,0.03,5201,0.00,0.00
1819,1621085191,2030,894,0.01,5201,0.00,0.00
1820,1621085191,2071,893,0.01,5201,0.00,0.00
1821,1621085191,2112,894,0.02,3931,0.00,0.00
1822,1621085191,2153,894,0.02,3931,0.00,0.00
1823,1621085191,2194,893,0.01,5201,0.00,0.00
1824,1621085191,2238,893,0.02,3931,22.60,44.80
1825,1621085191,2279,893,0.02,3931,0.00,0.00
1826,1621085191,2320,893,0.03,5201,0.00,0.00
1827,1621085191,2361,893,0.02,3931,0.00,0.00
1828,1621085191,2402,893,0.02,3931,0.00,0.00
1829,1621085191,2444,893,0.02,3931,0.00,0.00
1830,1621085191,2485,893,0.02,3931,0.00,0.00
1831,1621085191,2526,893,0.02,3931,0.00,0.00
1832,1621085191,2569,893,0.02,3931,22.40,44.80
1833,1621085191,2610,893,0.01,5201,0.00,0.00
1834,1621085191,2651,893,0.03,5201,0.00,0.00
1835,1621085191,2693,893,0.03,5201,0.00,0.00
1836,1621085191,2734,893,0.07,5201,0.00,0.00
1837,1621085191,2775,893,0.07,5201,0.00,0.00
1838,1621085191,2816,893,0.07,5201,0.00,0.00
1839,1621085191,2857,893,0.03,5201,0.00,0.00
1840,1621085191,2901,893,0.03,5201,22.40,45.20
1841,1621085191,2942,893,0.02,3931,0.00,0.00
1842,1621085191,2983,893,0.02,3931,0.00,0.00
1843,1621085191,3024,893,0.02,3931,0.00,0.00
1844,1621085191,3065,893,0.01,5201,0.00,0.00
1845,1621085191,3107,893,0.01,5201,0.00,0.00
1846,1621085191,3148,893,0.01,5201,0.00,0.00
1847,1621085191,3189,893,0.02,3931,0.00,0.00
1848,1621085191,3232,892,0.03,5201,22.30,45.20
1849,1621085191,3273,893,0.02,3931,0.00,0.00
1850,1621085191,3315,893,0.02,3931,0.00,0.00
1851,1621085191,3356,893,0.02,3931,0.00,0.00
1852,1621085191,3397,892,0.01,5201,0.00,0.00
1853,1621085191,3438,893,0.01,5201,0.00,0.00
1854,1621085191,3479,893,0.01,5201,0.00,0.00
1855,1621085191,3520,893,0.01,5201,0.00,0.00
1856,1621085191,3564,892,0.01,5201,22.20,45.30
1857,1621085191,3605,892,0.02,3931,0.00,0.00
1858,1621085191,3646,891,0.02,3931,0.00,0.00
1859,1621085191,3687,893,0.02,3931,0.00,0.00
1860,1621085191,3728,892,0.02,3931,0.00,0.00
1861,1621085191,3770,892,0.02,3931,0.00,0.00
1862,1621085191,3811,892,0.02,3931,0.00,0.00
1863,1621085191,3852,892,0.02,3931,0.00,0.00
1864,1621085191,3895,890,0.02,3931,22.10,45.50
1865,1621085191,3936,891,0.02,3931,0.00,0.00
1866,1621085191,3978,890,0.02,3931,0.00,0.00
1867,1621085191,4019,890,0.01,5201,0.00,0.00
1868,1621085191,4060,890,0.02,3931,0.00,0.00
1869,1621085191,4101,890,0.01,5201,0.00,0.00
1870,1621085191,4142,890,0.01,5201,0.00,0.00
1871,1621085191,4183,890,0.01,5201,0.00,0.00
1872,1621085191,4227,890,0.01,5201,22.10,45.80
1873,1621085191,4268,890,0.01,5201,0.00,0.00
1874,1621085191,4309,890,0.03,5201,0.00,0.00
1875,1621085191,4350,890,0.01,5201,0.00,0.00
1876,1621085191,4391,890,0.01,5201,0.00,0.00
1877,1621085191,4433,890,0.01,5201,0.00,0.00
1878,1621085191,4474,890,0.01,5201,0.00,0.00
1879,1621085191,4515,890,0.01,5201,0.00,0.00
1880,1621085191,4558,809,0.01,5201,22.00,46.20
1881,1621089757,41,889,0.01,5201,0.00,0.00
1882,1621089757,82,890,0.01,5201,0.00,0.00
1883,1621089757,123,889,0.03,5201,0.00,0.00
1884,1621089757,164,890,0.01,5201,0.00,0.00
1885,1621089757,205,890,0.01,5201,0.00,0.00
1886,1621089757,247,890,0.01,5201,0.00,0.00
1887,1621089757,288,889,0.01,5201,0.00,0.00
1888,1621089757,331,889,0.01,5201,22.00,46.40
1889,1621089757,372,890,0.01,5201,0.00,0.00
1890,1621089757,413,890,0.01,5201,0.00,0.00
1891,1621089757,455,889,0.02,3931,0.00,0.00
1892,1621089757,496,889,0.01,5201,0.00,0.00
1893,1621089757,537,890,0.02,3931,0.00,0.00
1894,1621089757,578,890,0.01,5201,0.00,0.00
1895,1621089757,619,889,0.01,5201,0.00,0.00
1896,1621089757,663,889,0.01,5201,21.90,46.70
1897,1621089757,704,889,0.01,5201,0.00,0.00
1898,1621089757,745,889,0.01,5201,0.00,0.00
1899,1621089757,786,889,0.01,5201,0.00,0.00
1900,1621089757,827,889,0.01,5201,0.00,0.00
1901,1621089757,868,889,0.01,5201,0.00,0.00
1902,1621089757,910,889,0.01,5201,0.00,0.00
1903,1621089757,951,889,0.01,5201,0.00,0.00
1904,1621089757,994,889,0.01,5201,21.80,46.90
1905,1621089757,1035,889,0.01,5201,0.00,0.00
1906,1621089757,1076,889,0.01,5201,0.00,0.00
1907,1621089757,1118,889,0.01,5201,0.00,0.00
1908,1621089757,1159,889,0.02,3931,0.00,0.00
1909,1621089757,1200,889,0.01,5201,0.00,0.00
1910,1621089757,1241,889,0.01,5201,0.00,0.00
1911,1621089757,1282,889,0.01,5201,0.00,0.00
1912,1621089757,1326,889,0.01,5201,21.70,47.00
1913,1621089757,1367,889,0.01,5201,0.00,0.00
1914,1621089757,1408,889,0.02,3931,0.00,0.00
1915,1621089757,1449,889,0.00,5201,0.00,0.00
1916,1621089757,1490,889,0.00,5201,0.00,0.00
1917,1621089757,1531,889,0.00,5201,0.00,0.00
1918,1621089757,1573,889,0.01,5201,0.00,0.00
1919,1621089757,1614,889,0.00,5201,0.00,0.00
1920,1621089757,1657,889,0.01,5201,21.70,47.40
1921,1621089757,1698,889,0.00,5201,0.00,0.00
1922,1621089757,1739,889,0.00,5201,0.00,0.00
1923,1621089757,1781,889,0.00,5201,0.00,0.00
1924,1621089757,1822,889,0.00,5201,0.00,0.00
1925,1621089757,1863,889,0.00,5201,0.00,0.00
1926,1621089757,1904,889,0.00,5201,0.00,0.00
1927,1621089757,1945,889,0.00,5201,0.00,0.00
1928,1621089757,1989,888,0.00,5201,21.60,47.70
1929,1621089757,2030,889,0.00,5201,0.00,0.00
1930,1621089757,2071,889,0.00,5201,0.00,0.00
1931,1621089757,2112,889,0.00,5201,0.00,0.00
1932,1621089757,2153,889,0.00,5201,0.00,0.00
1933,1621089757,2194,889,0.00,5201,0.00,0.00
1934,1621089757,2236,888,0.00,5201,0.00,0.00
1935,1621089757,2277,889,0.00,5201,0.00,0.00
1936,1621089757,2320,888,0.00,5201,21.50,48.00
1937,1621089757,2361,889,0.00,5201,0.00,0.00
1938,1621089757,2402,888,0.00,5201,0.00,0.00
1939,1621089757,2444,888,0.00,5201,0.00,0.00
1940,1621089757,2485,888,0.00,5201,0.00,0.00
1941,1621089757,2526,888,0.00,5201,0.00,0.00
1942,1621089757,2567,888,0.00,5201,0.00,0.00
1943,1621089757,2608,888,0.01,5201,0.00,0.00
1944,1621089757,2652,888,0.00,5201,21.40,48.30
1945,1621089757,2693,888,0.00,5201,0.00,0.00
1946,1621089757,2734,888,0.00,5201,0.00,0.00
1947,1621089757,2775,888,0.00,5201,0.00,0.00
1948,1621089757,2816,888,0.00,5201,0.00,0.00
1949,1621089757,2857,888,0.00,5201,0.00,0.00
1950,1621089757,2899,888,0.00,5201,0.00,0.00
1951,1621089757,2940,888,0.00,5201,0.00,0.00
1952,1621089757,2983,888,0.01,5201,21.40,48.50
1953,1621089757,3024,888,0.00,5201,0.00,0.00
1954,1621089757,3065,888,0.00,5201,0.00,0.00
1955,1621089757,3107,888,0.00,5201,0.00,0.00
1956,1621089757,3148,888,0.00,5201,0.00,0.00
1957,1621089757,3189,888,0.00,5201,0.00,0.00
1958,1621089757,3230,888,0.00,5201,0.00,0.00
1959,1621089757,3271,888,0.01,5201,0.00,0.00
1960,1621089757,3315,888,0.00,5201,21.30,48.70
1961,1621089757,3356,888,0.00,5201,0.00,0.00
1962,1621089757,3397,888,0.00,5201,0.00,0.00
1963,1621089757,3438,888,0.00,5201,0.00,0.00
1964,1621089757,3479,888,0.00,5201,0.00,0.00
1965,1621089757,3521,888,0.00,5201,0.00,0.00
1966,1621089757,3562,888,0.00,5201,0.00,0.00
1967,1621089757,3603,888,0.00,5201,0.00,0.00
1968,1621089757,3646,888,0.00,5201,21.20,49.10
1969,1621089757,3687,888,0.00,5201,0.00,0.00
1970,1621089757,3728,888,0.00,5201,0.00,0.00
1971,1621089757,3770,888,0.00,5201,0.00,0.00
1972,1621089757,3811,888,0.00,5201,0.00,0.00
1973,1621089757,3852,888,0.00,5201,0.00,0.00
1974,1621089757,3893,888,0.00,5201,0.00,0.00
1975,1621089757,3934,888,0.00,5201,0.00,0.00
1976,1621089757,3978,886,0.00,5201,21.10,49.30
1977,1621089757,4019,888,0.00,5201,0.00,0.00
1978,1621089757,4060,888,0.00,5201,0.00,0.00
1979,1621089757,4101,888,0.00,5201,0.00,0.00
1980,1621089757,4142,888,0.00,5201,0.00,0.00
1981,1621089757,4184,888,0.00,5201,0.00,0.00
1982,1621089757,4225,888,0.00,5201,0.00,0.00
1983,1621089757,4266,888,0.00,5201,0.00,0.00
1984,1621089757,4309,886,0.01,5201,21.10,49.70
1985,1621089757,4350,888,0.01,5201,0.00,0.00
1986,1621089757,4391,888,0.01,5201,0.00,0.00
1987,1621089757,4433,886,0.01,5201,0.00,0.00
1988,1621089757,4474,886,0.01,5201,0.00,0.00
1989,1621089757,4515,886,0.01,5201,0.00,0.00
1990,1621089757,4556,807,0.01,5201,0.00,0.00
1991,1621094325,41,886,0.01,5201,0.00,0.00
1992,1621094325,84,886,0.01,5201,21.00,50.00
1993,1621094325,125,886,0.01,5201,0.00,0.00
1994,1621094325,166,886,0.01,5201,0.00,0.00
1995,1621094325,207,886,0.01,5201,0.00,0.00
1996,1621094325,249,886,0.01,5201,0.00,0.00
1997,1621094325,290,886,0.01,5201,0.00,0.00
1998,1621094325,331,886,0.01,5201,0.00,0.00
1999,1621094325,372,886,0.01,5201,0.00,0.00
2000,1621094325,415,886,0.01,5201,20.90,50.30
2001,1621094325,457,886,0.01,5201,0.00,0.00
2002,1621094325,498,886,0.01,5201,0.00,0.00
2003,1621094325,539,886,0.01,5201,0.00,0.00
2004,1621094325,580,886,0.01,5201,0.00,0.00
2005,1621094325,621,886,0.01,5201,0.00,0.00
2006,1621094325,663,886,0.01,5201,0.00,0.00
2007,1621094325,704,886,0.01,5201,0.00,0.00
2008,1621094325,747,886,0.01,5201,20.90,50.50
2009,1621094325,788,886,0.01,5201,0.00,0.00
2010,1621094325,829,886,0.01,5201,0.00,0.00
2011,1621094325,870,886,0.01,5201,0.00,0.00
2012,1621094325,912,886,0.01,5201,0.00,0.00
2013,1621094325,953,886,0.01,5201,0.00,0.00
2014,1621094325,994,886,0.01,5201,0.00,0.00
2015,1621094325,1035,886,0.01,5201,0.00,0.00
2016,1621094325,1078,885,0.01,5201,20.70,50.60
2017,1621094325,1120,886,0.01,5201,0.00,0.00
2018,1621094325,1161,886,0.01,5201,0.00,0.00
2019,1621094325,1202,886,0.01,5201,0.00,0.00
2020,1621094325,1243,886,0.01,5201,0.00,0.00
2021,1621094325,1284,886,0.01,5201,0.00,0.00
2022,1621094325,1326,886,0.01,5201,0.00,0.00
2023,1621094325,1367,886,0.01,5201,0.00,0.00
2024,1621094325,1410,885,0.01,5201,20.70,51.00
2025,1621094325,1451,885,0.01,5201,0.00,0.00
2026,1621094325,1492,886,0.01,5201,0.00,0.00
2027,1621094325,1534,885,0.01,5201,0.00,0.00
2028,1621094325,1575,885,0.01,5201,0.00,0.00
2029,1621094325,1616,885,0.01,5201,0.00,0.00
2030,1621094325,1657,885,0.01,5201,0.00,0.00
2031,1621094325,1698,885,0.00,5201,0.00,0.00
2032,1621094325,1741,885,0.01,5201,20.60,51.10
2033,1621094325,1783,885,0.01,5201,0.00,0.00
2034,1621094325,1824,885,0.01,5201,0.00,0.00
2035,1621094325,1865,885,0.01,5201,0.00,0.00
2036,1621094325,1906,885,0.01,5201,0.00,0.00
2037,1621094325,1947,885,0.01,5201,0.00,0.00
2038,1621094325,1989,885,0.01,5201,0.00,0.00
2039,1621094325,2030,885,0.01,5201,0.00,0.00
2040,1621094325,2073,885,0.01,5201,20.60,51.50
2041,1621094325,2114,885,0.01,5201,0.00,0.00
2042,1621094325,2155,885,0.01,5201,0.00,0.00
2043,1621094325,2197,885,0.01,5201,0.00,0.00
2044,1621094325,2238,885,0.01,5201,0.00,0.00
2045,1621094325,2279,885,0.01,5201,0.00,0.00
2046,1621094325,2320,885,0.01,5201,0.00,0.00
2047,1621094325,2361,885,0.01,5201,0.00,0.00
2048,1621094325,2404,885,0.01,5201,20.40,51.60
2049,1621094325,2446,885,0.01,5201,0.00,0.00
2050,1621094325,2487,885,0.01,5201,0.00,0.00
2051,1621094325,2528,885,0.01,5201,0.00,0.00
2052,1621094325,2569,885,0.01,5201,0.00,0.00
2053,1621094325,2610,885,0.01,5201,0.00,0.00
2054,1621094325,2652,885,0.01,5201,0.00,0.00
2055,1621094325,2693,885,0.01,5201,0.00,0.00
2056,1621094325,2736,885,0.01,5201,20.40,52.20
2057,1621094325,2777,885,0.01,5201,0.00,0.00
2058,1621094325,2818,885,0.01,5201,0.00,0.00
2059,1621094325,2860,885,0.01,5201,0.00,0.00
2060,1621094325,2901,885,0.01,5201,0.00,0.00
2061,1621094325,2942,885,0.01,5201,0.00,0.00
2062,1621094325,2983,885,0.01,5201,0.00,0.00
2063,1621094325,3024,885,0.01,5201,0.00,0.00
2064,1621094325,3068,885,0.01,5201,20.30,52.10
2065,1621094325,3109,885,0.01,5201,0.00,0.00
2066,1621094325,3150,885,0.01,5201,0.00,0.00
2067,1621094325,3191,885,0.01,5201,0.00,0.00
2068,1621094325,3232,885,0.01,5201,0.00,0.00
2069,1621094325,3273,885,0.01,5201,0.00,0.00
2070,1621094325,3315,885,0.01,5201,0.00,0.00
2071,1621094325,3356,885,0.01,5201,0.00,0.00
2072,1621094325,3399,885,0.01,5201,20.30,52.20
2073,1621094325,3440,885,0.01,5201,0.00,0.00
2074,1621094325,3481,885,0.01,5201,0.00,0.00
2075,1621094325,3523,885,0.01,5201,0.00,0.00
2076,1621094325,3564,885,0.01,5201,0.00,0.00
2077,1621094325,3605,885,0.01,5201,0.00,0.00
2078,1621094325,3646,885,0.01,5201,0.00,0.00
2079,1621094325,3687,885,0.01,5201,0.00,0.00
2080,1621094325,3731,884,0.01,5201,20.20,52.50
2081,1621094325,3772,885,0.01,5201,0.00,0.00
2082,1621094325,3813,884,0.01,5201,0.00,0.00
2083,1621094325,3854,885,0.01,5201,0.00,0.00
2084,1621094325,3895,885,0.03,5201,0.00,0.00
2085,1621094325,3937,885,0.01,5201,0.00,0.00
2086,1621094325,3978,885,0.01,5201,0.00,0.00
2087,1621094325,4019,885,0.01,5201,0.00,0.00
2088,1621094325,4062,884,0.01,5201,20.20,52.70
2089,1621094325,4103,884,0.01,5201,0.00,0.00
2090,1621094325,4144,885,0.01,5201,0.00,0.00
2091,1621094325,4186,885,0.01,5201,0.00,0.00
2092,1621094325,4227,884,0.01,5201,0.00,0.00
2093,1621094325,4268,884,0.01,5201,0.00,0.00
2094,1621094325,4309,884,0.01,5201,0.00,0.00
2095,1621094325,4350,885,0.01,5201,0.00,0.00
2096,1621094325,4394,884,0.01,5201,20.10,53.00
2097,1621094325,4435,884,0.01,5201,0.00,0.00
2098,1621094325,4476,884,0.01,5201,0.00,0.00
2099,1621094325,4517,884,0.01,5201,0.00,0.00
2100,1621094325,4558,805,0.01,5201,0.00,0.00
2101,1621098875,41,884,0.01,5201,0.00,0.00
2102,1621098875,82,884,0.01,5201,0.00,0.00
2103,1621098875,123,884,0.01,5201,0.00,0.00
2104,1621098875,166,884,0.01,5201,20.10,53.00
2105,1621098875,207,884,0.01,5201,0.00,0.00
2106,1621098875,249,884,0.01,5201,0.00,0.00
2107,1621098875,290,884,0.01,5201,0.00,0.00
2108,1621098875,331,884,0.01,5201,0.00,0.00
2109,1621098875,372,884,0.01,5201,0.00,0.00
2110,1621098875,413,884,0.01,5201,0.00,0.00
2111,1621098875,455,884,0.01,5201,0.00,0.00
2112,1621098875,498,884,0.01,5201,20.10,53.20
2113,1621098875,539,884,0.01,5201,0.00,0.00
2114,1621098875,580,884,0.01,5201,0.00,0.00
2115,1621098875,621,884,0.01,5201,0.00,0.00
2116,1621098875,663,884,0.01,5201,0.00,0.00
2117,1621098875,704,884,0.01,5201,0.00,0.00
2118,1621098875,745,884,0.01,5201,0.00,0.00
2119,1621098875,786,884,0.01,5201,0.00,0.00
2120,1621098875,829,884,0.01,5201,20.00,53.20
2121,1621098875,871,884,0.01,5201,0.00,0.00
2122,1621098875,912,884,0.01,5201,0.00,0.00
2123,1621098875,953,884,0.01,5201,0.00,0.00
2124,1621098875,994,884,0.01,5201,0.00,0.00
2125,1621098875,1035,884,0.01,5201,0.00,0.00
2126,1621098875,1076,884,0.01,5201,0.00,0.00
2127,1621098875,1118,884,0.01,5201,0.00,0.00
2128,1621098875,1161,883,0.01,5201,20.00,53.40
2129,1621098875,1202,884,0.01,5201,0.00,0.00
2130,1621098875,1243,884,0.01,5201,0.00,0.00
2131,1621098875,1284,884,0.01,5201,0.00,0.00
2132,1621098875,1326,884,0.01,5201,0.00,0.00
2133,1621098875,1367,884,0.01,5201,0.00,0.00
2134,1621098875,1408,884,0.01,5201,0.00,0.00
2135,1621098875,1449,884,0.01,5201,0.00,0.00
2136,1621098875,1492,883,0.01,5201,19.90,53.50
2137,1621098875,1534,884,0.01,5201,0.00,0.00
2138,1621098875,1575,884,0.01,5201,0.00,0.00
2139,1621098875,1616,884,0.01,5201,0.00,0.00
2140,1621098875,1657,884,0.01,5201,0.00,0.00
2141,1621098875,1698,884,0.01,5201,0.00,0.00
2142,1621098875,1740,884,0.01,5201,0.00,0.00
2143,1621098875,1781,884,0.01,5201,0.00,0.00
2144,1621098875,1824,883,0.01,5201,19.80,53.60
2145,1621098875,1865,884,0.01,5201,0.00,0.00
2146,1621098875,1906,884,0.01,5201,0.00,0.00
2147,1621098875,1947,884,0.01,5201,0.00,0.00
2148,1621098875,1989,883,0.01,5201,0.00,0.00
2149,1621098875,2030,883,0.01,5201,0.00,0.00
2150,1621098875,2071,884,0.01,5201,0.00,0.00
2151,1621098875,2112,883,0.01,5201,0.00,0.00
2152,1621098875,2155,883,0.01,5201,19.80,54.00
2153,1621098875,2197,883,0.01,5201,0.00,0.00
2154,1621098875,2238,884,0.01,5201,0.00,0.00
2155,1621098875,2279,883,0.01,5201,0.00,0.00
2156,1621098875,2320,883,0.01,5201,0.00,0.00
