boot,ts,seconds,lux,kelvin,voltage,temp,humidity
888,1622491054,7449,2.84,8120,881,,
889,1622491054,7470,3.04,8107,881,,
890,1622491054,7492,3.21,8107,881,,
891,1622491054,7513,3.42,8112,881,,
892,1622491054,7534,3.65,8145,881,,
893,1622491054,7555,3.90,8136,881,,
894,1622491054,7576,4.12,8129,881,,
895,1622491054,7598,4.43,8132,882,,
896,1622491054,7619,4.86,8148,881,19.10,78
897,1622491054,7642,5.36,8151,881,,
898,1622491054,7663,5.76,8169,881,,
899,1622491054,7685,6.17,8178,881,,
900,1622491054,7706,6.59,8188,881,,
901,1622491054,7727,7.04,8218,881,,
902,1622491054,7748,7.63,8273,881,,
903,1622491054,7770,8.26,8316,881,,
904,1622491054,7791,8.89,8334,881,,
905,1622491054,7812,9.59,8330,881,,
906,1622491054,7834,10.41,8301,881,,
907,1622491054,7855,11.32,8279,881,,
908,1622491054,7876,12.28,8256,881,,
909,1622491054,7898,13.26,8206,881,,
910,1622491054,7919,14.25,8161,881,,
911,1622491054,7940,15.35,8139,881,,
912,1622491054,7961,16.69,8116,881,19.30,78
913,1622491054,7985,18.30,8078,881,,
914,1622491054,8006,19.69,8013,881,,
915,1622491054,8027,21.19,7946,881,,
916,1622491054,8049,22.81,7870,881,,
917,1622491054,8070,24.32,7806,881,,
918,1622491054,8091,25.84,7744,881,,
919,1622491054,8113,27.54,7690,881,,
920,1622491054,8134,29.62,7649,881,,
921,1622491054,8155,32.06,7606,881,,
922,1622491054,8177,34.63,7563,881,,
923,1622491054,8198,37.52,7526,881,,
924,1622491054,8219,40.62,7496,881,,
925,1622491054,8240,41.01,7469,881,,
926,1622491054,8261,44.09,7457,881,,
927,1622491054,8282,47.11,7449,881,,
928,1622491054,8303,50.27,7433,881,19.30,78
929,1622491054,8326,53.80,7423,881,,
930,1622491054,8347,56.63,7422,881,,
931,1622491054,8368,59.58,7409,881,,
932,1622491054,8388,56.29,7380,881,,
933,1622491054,8409,58.84,7362,881,,
934,1622491054,8430,61.11,7357,881,,
935,1622491054,8450,63.46,7333,881,,
936,1622491054,8471,65.95,7307,881,,
937,1622491054,8491,68.80,7283,881,,
938,1622491054,8512,72.44,7247,881,,
939,1622491054,8533,76.89,7219,881,,
940,1622491054,8553,81.80,7188,881,,
941,1622491054,8574,86.33,7149,881,,
942,1622491054,8594,91.13,7103,881,,
943,1622491054,8615,96.23,7047,881,,
944,1622491054,8636,101.53,6967,881,19.30,78
945,1622491054,8658,107.82,6883,881,,
946,1622491054,8679,113.91,6797,881,,
947,1622491054,8699,180.38,6707,881,,
948,1622491054,8719,190.84,6635,881,,
949,1622491054,8740,202.88,6572,881,,
950,1622491054,8760,216.09,6511,881,,
951,1622491054,8780,230.58,6456,881,,
952,1622491054,8801,242.94,6428,881,,
953,1622491054,8821,254.92,6400,881,,
954,1622491054,8841,267.93,6358,881,,
955,1622491054,8861,280.75,6322,881,,
956,1622491054,8882,255.49,6289,881,,
957,1622491054,8902,255.49,6289,881,,
958,1622491054,8922,300.18,6153,881,,
959,1622491054,8942,300.18,6153,881,,
960,1622491054,8963,327.31,7378,881,19.30,78
961,1622491054,8985,327.31,7378,881,,
962,1622491054,9005,327.31,7378,881,,
963,1622491054,9026,372.00,7106,881,,
964,1622491054,9046,344.88,6047,881,,
965,1622491054,9066,344.88,6047,881,,
966,1622491054,9086,389.57,5963,881,,
967,1622491054,9107,287.52,6894,881,,
968,1622491054,9127,372.00,7106,881,,
969,1622491054,9147,416.69,6894,881,,
970,1622491054,9168,416.69,6894,881,,
971,1622491054,9188,434.26,5893,881,,
972,1622491054,9208,332.22,6725,881,,
973,1622491054,9228,461.38,6725,881,,
974,1622491054,9249,506.07,6586,881,,
975,1622491054,9269,506.07,6586,881,,
976,1622491054,9289,506.07,6586,881,19.20,78
977,1622491054,9312,550.77,6471,881,,
978,1622491054,9332,421.60,6471,881,,
979,1622491054,9352,550.77,6471,881,,
980,1622491054,9372,595.46,6373,881,,
981,1622491054,9393,493.42,7106,881,,
982,1622491054,9413,510.98,6289,881,,
983,1622491054,9433,510.98,6289,881,,
984,1622491054,9454,510.98,6289,881,,
985,1622491054,9474,510.98,6289,881,,
986,1622491054,9494,595.46,6373,881,,
987,1622491054,9514,640.15,6289,881,,
988,1622491054,9535,640.15,6289,881,,
989,1622491054,9555,555.68,6217,881,,
990,1622491054,9575,555.68,6217,881,,
991,1622491054,9595,684.84,6217,881,,
992,1622491054,9616,684.84,6217,881,19.10,79
993,1622491054,9638,729.53,6153,881,,
994,1622491054,9658,600.37,6153,881,,
995,1622491054,9679,645.06,6097,881,,
996,1622491054,9699,645.06,6097,881,,
997,1622491054,9719,729.53,6153,881,,
998,1622491054,9739,774.22,6097,881,,
999,1622491054,9760,716.88,6545,881,,
1000,1622491054,9780,689.75,6047,881,,
1001,1622491054,9800,689.75,6047,881,,
1002,1622491054,9821,734.44,6003,881,,
1003,1622491054,9841,818.92,6047,881,,
1004,1622491054,9861,818.92,6047,881,,
1005,1622491054,9881,761.57,6471,881,,
1006,1622491054,9902,779.13,5963,881,,
1007,1622491054,9922,908.30,5963,881,,
1008,1622491054,9942,806.26,6404,881,19.20,79
1009,1622491054,9965,850.95,6344,881,,
1010,1622491054,9985,850.95,6344,881,,
1011,1622491054,10005,895.64,6289,881,,
1012,1622491054,10025,895.64,6289,881,,
1013,1622491054,10046,838.29,6652,881,,
1014,1622491054,10066,895.64,6289,881,,
1015,1622491054,10086,940.33,6240,881,,
1016,1622491054,10106,985.02,6194,881,,
1017,1622491054,10127,985.02,6194,881,,
1018,1622491054,10147,1029.72,6153,881,,
1019,1622491054,10167,1029.72,6153,881,,
1020,1622491054,10188,1074.41,6115,881,,
1021,1622491054,10208,1119.10,6080,881,,
1022,1622491054,10228,1119.10,6080,881,,
1023,1622491054,10248,1106.44,6329,881,,
1024,1622491054,10269,1208.48,6017,881,19.20,79
1025,1622491054,10291,1151.13,6289,881,,
1026,1622491054,10311,1253.17,5989,881,,
1027,1622491054,10332,1297.87,5963,881,,
1028,1622491054,10352,1342.56,5938,881,,
1029,1622491054,10372,1258.08,5915,881,,
1030,1622491054,10392,1431.94,5893,881,,
1031,1622491054,10413,1476.63,5873,881,,
1032,1622491054,10433,1419.28,6097,881,,
1033,1622491054,10453,1419.28,6097,881,,
1034,1622491054,10474,1419.28,6097,881,,
1035,1622491054,10494,1419.28,6097,881,,
1036,1622491054,10514,1463.97,6071,881,,
1037,1622491054,10534,1463.97,6071,881,,
1038,1622491054,10555,1463.97,6071,881,,
1039,1622491054,10575,1548.45,6097,881,,
1040,1622491054,10595,1491.10,6321,881,19.30,80
1041,1622491054,10618,1535.79,6289,881,,
1042,1622491054,10638,1508.67,6047,881,,
1043,1622491054,10658,1508.67,6047,881,,
1044,1622491054,10678,1535.79,6289,881,,
1045,1622491054,10699,1491.10,6321,881,,
1046,1622491054,10719,1491.10,6321,881,,
1047,1622491054,10739,1491.10,6321,881,,
1048,1622491054,10760,1535.79,6289,881,,
1049,1622491054,10780,1491.10,6321,881,,
1050,1622491054,10800,1433.75,6545,881,,
1051,1622491054,10820,1389.06,6586,881,,
1052,1622491054,10841,1491.10,6321,881,,
1053,1622491054,10861,1433.75,6545,881,,
1054,1622491054,10881,1433.75,6545,881,,
1055,1622491054,10901,1433.75,6545,881,,
1056,1622491054,10922,1433.75,6545,881,19.30,80
1057,1622491054,10944,1478.44,6507,881,,
1058,1622491054,10964,1562.92,6545,881,,
1059,1622491054,10985,1478.44,6507,881,,
1060,1622491054,11005,1433.75,6545,881,,
1061,1622491054,11025,1491.10,6321,881,,
1062,1622491054,11045,1389.06,6586,881,,
1063,1622491054,11066,1446.41,6355,881,,
1064,1622491054,11086,1428.84,6675,800,19.20,80
1065,1622502171,20,1344.37,6629,881,,
1066,1622502171,40,1299.67,6675,881,,
1067,1622502171,60,1299.67,6675,880,,
1068,1622502171,81,1344.37,6629,881,,
1069,1622502171,101,1428.84,6675,881,,
1070,1622502171,121,1446.41,6355,881,,
1071,1622502171,142,1389.06,6586,881,,
1072,1622502171,162,1518.22,6586,881,19.30,80
1073,1622502171,184,1433.75,6545,881,,
1074,1622502171,204,1562.92,6545,881,,
1075,1622502171,225,1478.44,6507,881,,
1076,1622502171,245,1523.13,6471,881,,
1077,1622502171,265,1625.17,6230,881,,
1078,1622502171,285,1567.82,6436,881,,
1079,1622502171,306,1714.56,6177,881,,
1080,1622502171,326,1657.21,6373,881,,
1081,1622502171,346,1701.90,6344,881,,
1082,1622502171,367,1831.07,6344,881,,
1083,1622502171,387,1791.28,6289,881,,
1084,1622502171,407,1938.02,6066,881,,
1085,1622502171,427,1965.14,6264,881,,
1086,1622502171,448,1925.36,6217,881,,
1087,1622502171,468,1970.05,6194,881,,
1088,1622502171,488,2014.74,6173,881,19.40,80
1089,1622502171,511,2116.78,5994,881,,
1090,1622502171,531,2161.48,5978,881,,
1091,1622502171,551,2104.13,6134,881,,
1092,1622502171,571,2077.00,5963,881,,
1093,1622502171,592,2121.69,5948,881,,
1094,1622502171,612,2121.69,5948,881,,
1095,1622502171,632,2121.69,5948,881,,
1096,1622502171,653,2206.17,5963,881,,
1097,1622502171,673,2250.86,5948,881,,
1098,1622502171,693,2211.07,5919,881,,
1099,1622502171,713,2255.77,5906,881,,
1100,1622502171,734,2372.27,6032,881,,
1101,1622502171,754,2563.70,5857,881,,
1102,1622502171,774,2697.77,5825,881,,
1103,1622502171,795,2702.68,5796,881,,
1104,1622502171,815,2747.37,5787,881,19.60,80
1105,1622502171,837,2938.80,5649,881,,
1106,1622502171,857,2943.71,5630,881,,
1107,1622502171,878,3162.26,5618,881,,
1108,1622502171,898,3313.90,5494,881,,
1109,1622502171,918,3447.97,5483,881,,
1110,1622502171,938,3492.67,5479,881,,
1111,1622502171,959,3582.05,5473,881,,
1112,1622502171,979,3671.43,5466,881,,
1113,1622502171,999,3778.38,5370,881,,
1114,1622502171,1020,3894.89,5452,882,,
1115,1622502171,1040,4001.84,5361,882,,
1116,1622502171,1060,4118.35,5439,882,,
1117,1622502171,1080,4180.61,5354,882,,
1118,1622502171,1101,4123.26,5431,883,,
1119,1622502171,1121,4150.38,5512,883,,
1120,1622502171,1141,4167.95,5429,883,19.90,80
1121,1622502171,1164,4257.33,5425,883,,
1122,1622502171,1184,4404.07,5347,883,,
1123,1622502171,1204,4408.98,5343,883,,
1124,1622502171,1224,4525.48,5412,883,,
1125,1622502171,1245,4716.91,5338,883,,
1126,1622502171,1265,4779.17,5267,883,,
1127,1622502171,1285,4895.67,5333,883,,
1128,1622502171,1306,4900.58,5330,883,,
1129,1622502171,1326,5002.63,5265,883,,
1130,1622502171,1346,5047.32,5264,883,,
1131,1622502171,1366,5047.32,5264,883,,
1132,1622502171,1387,5149.36,5201,883,,
1133,1622502171,1407,5047.32,5264,884,,
1134,1622502171,1427,5064.88,5201,883,,
1135,1622502171,1448,5092.01,5263,883,,
1136,1622502171,1468,5064.88,5201,883,20.40,80
1137,1622502171,1490,4962.84,5263,883,,
1138,1622502171,1510,5136.70,5263,883,,
1139,1622502171,1531,5136.70,5263,883,,
1140,1622502171,1551,5124.04,5324,883,,
1141,1622502171,1571,5226.08,5262,884,,
1142,1622502171,1592,5124.04,5324,883,,
1143,1622502171,1612,5079.35,5325,883,,
1144,1622502171,1632,5061.78,5391,883,,
1145,1622502171,1652,4932.62,5391,883,,
1146,1622502171,1673,5061.78,5391,884,,
1147,1622502171,1693,5004.43,5455,884,,
1148,1622502171,1713,5106.47,5389,884,,
1149,1622502171,1734,5093.82,5450,883,,
1150,1622502171,1754,5093.82,5450,883,,
1151,1622502171,1774,5120.94,5515,883,,
1152,1622502171,1794,5120.94,5515,884,20.70,79
1153,1622502171,1817,5120.94,5515,883,,
1154,1622502171,1837,5058.68,5588,884,,
1155,1622502171,1857,5013.99,5591,884,,
1156,1622502171,1878,4777.87,5673,883,,
1157,1622502171,1898,4599.11,5690,884,,
1158,1622502171,1918,4402.77,5792,884,,
1159,1622502171,1938,4211.35,5886,884,,
1160,1622502171,1959,4224.01,5816,884,,
1161,1622502171,1979,4206.44,5908,883,,
1162,1622502171,1999,4251.13,5900,883,,
1163,1622502171,2020,4256.04,5880,883,,
1164,1622502171,2040,4390.12,5860,884,,
1165,1622502171,2060,4479.50,5847,884,,
1166,1622502171,2080,4715.62,5755,884,,
1167,1622502171,2101,4702.96,5818,884,,
1168,1622502171,2121,4849.69,5740,884,20.80,78
1169,1622502171,2143,4899.29,5722,884,,
1170,1622502171,2163,4983.77,5726,884,,
1171,1622502171,2184,4792.34,5807,884,,
1172,1622502171,2204,4568.88,5836,884,,
1173,1622502171,2224,4551.32,5919,884,,
1174,1622502171,2245,4551.32,5919,884,,
1175,1622502171,2265,4479.50,5847,884,,
1176,1622502171,2285,4283.17,5963,884,,
1177,1622502171,2306,3984.79,6184,883,,
1178,1622502171,2326,3967.22,6289,883,,
1179,1622502171,2346,3922.53,6301,883,,
1180,1622502171,2366,3967.22,6289,884,,
1181,1622502171,2387,4056.61,6266,883,,
1182,1622502171,2407,4310.29,6047,884,,
1183,1622502171,2427,4163.56,6143,884,,
1184,1622502171,2448,4252.94,6124,884,20.70,78
1185,1622502171,2470,4190.68,6232,883,,
1186,1622502171,2490,4324.76,6201,884,,
1187,1622502171,2510,4387.02,6097,884,,
1188,1622502171,2531,4431.71,6088,884,,
1189,1622502171,2551,4431.71,6088,884,,
1190,1622502171,2571,4476.40,6080,884,,
1191,1622502171,2592,4521.09,6071,884,,
1192,1622502171,2612,4521.09,6071,884,,
1193,1622502171,2632,4565.78,6063,884,,
1194,1622502171,2652,4565.78,6063,884,,
1195,1622502171,2673,4565.78,6063,884,,
1196,1622502171,2693,4610.47,6055,884,,
1197,1622502171,2713,4610.47,6055,884,,
1198,1622502171,2734,4610.47,6055,884,,
1199,1622502171,2754,4610.47,6055,884,,
1200,1622502171,2774,4655.17,6047,884,20.60,78
1201,1622502171,2796,4553.12,6126,884,,
1202,1622502171,2817,4553.12,6126,884,,
1203,1622502171,2837,4553.12,6126,884,,
1204,1622502171,2857,4553.12,6126,884,,
1205,1622502171,2878,4553.12,6126,884,,
1206,1622502171,2898,4597.82,6118,884,,
1207,1622502171,2918,4682.29,6126,884,,
1208,1622502171,2938,4726.98,6118,884,,
1209,1622502171,2959,4682.29,6126,884,,
1210,1622502171,2979,4597.82,6118,884,,
